Item Code,Item Name,Qty,Selling Price
4796028974268,Ln120 - Polo White 2xl,1,"8,990.00"
4796028978679,Ln120 - Polo Green 2xl,1,"8,990.00"
4796028974237,Ln120 - Polo Black Xl,1,"8,990.00"
4796028974381,Ln120 - Polo White L,1,"8,990.00"
4796028974664,Ln120 - Polo Ash L,1,"8,990.00"
4796028974640,Ln120 - Polo Ash S,1,"8,990.00"
4796028976972,Ln134 - Polo Beige 2xl,1,"9,900.00"
4796028976804,Ln134 - Polo Blue L,1,"9,900.00"
4796028976798,Ln134 - Polo Blue M,1,"9,900.00"
4796028976842,Ln134 - Polo Navy M,1,"9,900.00"
4796028976835,Ln134 - Polo Navy S,1,"9,900.00"
4796028977108,Ln148 - Sweat Shirt S/Green S,1,"7,900.00"
4796028977252,Ln149 - Crew Neck White Xl,1,"6,400.00"
4796028977290,Ln149 - Crew Neck Navy Xl,1,"6,400.00"
4796028977283,Ln149 - Crew Neck Navy L,1,"6,400.00"
4796028977191,Ln149 - Crew Neck Latte M,1,"6,400.00"
4796028977238,Ln149 - Crew Neck White M,1,"6,400.00"
4796028977221,Ln149 - Crew Neck White S,1,"6,400.00"
4796028977269,Ln149 - Crew Neck Navy S,1,"6,400.00"
4796028978938,Ln153 - Polo Set Black Xl,1,"11,400.00"
4796028978846,Ln153 - Polo Set Green L,1,"11,400.00"
4796028977320,Ln155 - Over Size Brown L,1,"6,900.00"
4796028979096,Ln156 - Shorts Brown Xl,1,"4,500.00"
4796028979218,Ln156 - Shorts Navy Xl,1,"4,500.00"
4796028979126,Ln156 - Shorts Blue L,1,"4,500.00"
4796039980116,Ln163 - Hoodies White Xl,1,"7,900.00"
4796039980154,Ln163 - Hoodies Pink Xl,1,"7,900.00"
4796039980192,Ln163 - Hoodies Brown Xl,1,"7,900.00"
4796039980055,Ln163 - Hoodies Blue L,1,"7,900.00"
4796039980093,Ln163 - Hoodies White L,1,"7,900.00"
4796039980130,Ln163 - Hoodies Pink L,1,"7,900.00"
4796039980178,Ln163 - Hoodies Brown L,1,"7,900.00"
4796039980062,Ln163 - Hoodies Blue M,1,"7,900.00"
4796039980109,Ln163 - Hoodies White M,1,"7,900.00"
4796039980147,Ln163 - Hoodies Pink M,1,"7,900.00"
4796039980185,Ln163 - Hoodies Brown M,1,"7,900.00"
4796039980048,Ln163 - Hoodies Blue S,1,"7,900.00"
4796039980086,Ln163 - Hoodies White S,1,"7,900.00"
4796039980123,Ln163 - Hoodies Pink S,1,"7,900.00"
4796039980161,Ln163 - Hoodies Brown S,1,"7,900.00"
4796028974312,Ln120 Polo Maroon Xl,1,"8,990.00"
4796039981052,Ln148 S/ Shirt L.Green L,1,"7,900.00"
4796039981014,Ln148 S/Shirt Brown L S/L,1,"7,900.00"
4796028974169,Ln120 Navy Blue - S,1,"8,990.00"
4796032358054,Ln 215 L/S C/Shirt Brown Xl,1,"12,900.00"
4796028972936,Ln113 Lcy Polo T-Shirt Black M,1,"7,290.00"
4796028972998,Ln113 Lcy Polo T-Shirt White Xl,1,"7,290.00"
4796028973025,Ln113 Lcy Polo T-Shirt Ash L,1,"7,290.00"
4796032358078,Ln113 Lcy Polo T-Shirt Army Green L,1,"7,290.00"
4796032358122,Ln113 Lcy Polo T-Shirt Fawn Beige Xl,1,"7,290.00"
4796032358269,Ln229 Crew Neck Oversize Onyx Black S,1,"5,900.00"
4796032358276,Ln229 Crew Neck Oversize Onyx Black M,1,"5,900.00"
4796032358351,Ln229 Crew Neck Oversize Off White S,1,"5,900.00"
4796032358368,Ln229 Crew Neck Oversize Off White M,1,"5,900.00"
4796028974756,Ln219 Crew Neck-Salmon Pink Xl,1,"6,900.00"
4796028974787,Ln219 Crew Neck-Teal Green L,1,"6,900.00"
4796028974794,Ln219 Crew Neck-Teal Green Xl,1,"6,900.00"
4796028974824,Ln219 Crew Neck-Off White L,1,"6,900.00"
4796028974831,Ln219 Crew Neck-Off White Xl,1,"6,900.00"
4796039984572,Ln149 Crew Neck-Sky Blue S,1,"6,400.00"
4796039984602,Ln149 Crew Neck-Sky Blue Xl,1,"6,400.00"
4796039984626,Ln 231 Cr Oversize Black M,1,"6,900.00"
4796039984633,Ln 231-Cr Oversize Black L,1,"6,900.00"
4796039984657,Ln 231-Cr Oversize Navy Blue S,1,"6,900.00"
4796039984688,Ln 231-Cr Oversize Navy Blue Xl,1,"6,900.00"
4796039984749,Ln212 2pcs Sweatshiirt W/Short S/Brow M,1,"14,900.00"
4796039984824,Ln212 2pcs Sweatshiirt W/Short S/Blue M,1,"14,900.00"
4796039984831,Ln212 2pcs Sweatshiirt W/Short S/Blue L,1,"14,900.00"
4796039984862,Ln212 2pcs Sweatshiirt W/Short P/ Beige M,1,"14,900.00"
4796039984879,Ln212 2pcs Sweatshiirt W/Short P/ Beige L,1,"14,900.00"
4796039984923,Ln212 2pcs Sweatshiirt W/Short Black Xl,1,"14,900.00"
4796032359044,Ln 217 Ladies Crop Top Black S,1,"5,900.00"
4796032359112,Ln 217 Ladies Crop Top Sepia Brown Xl,1,"5,900.00"
4796032359136,Ln 217 Ladies Crop Top Rose Pink M,1,"5,900.00"
4796032359150,Ln 217 Ladies Crop Top Rose Pink Xl,1,"5,900.00"
4796032359198,Ln217 Ladies Crop Top Sky Blue Xl,1,"5,900.00"
4796032359235,Ln 217 Ladies Crop Top White Xl,1,"5,900.00"
4796032359242,Ln 230 Turtle Neck Onyx Black S,1,"7,900.00"
4796032359259,Ln 230 Turtle Neck Onyx Black M,1,"7,900.00"
4796032359273,Ln 230 Turtle Neck Onyx Black Xl,1,"7,900.00"
4796032359297,Ln 230 Turtle Neck L/Green M,1,"7,900.00"
4796032359303,Ln 230 Turtle Neck L/Green L,1,"7,900.00"
4796032359310,Ln 230 Turtle Neck L/Green Xl,1,"7,900.00"
4796032359327,Ln 230 Turtle Neck T/ Beige S,1,"7,900.00"
4796032359334,Ln 230 Turtle Neck T/ Beige M,1,"7,900.00"
4796032359341,Ln 230 Turtle Neck T/ Beige L,1,"7,900.00"
4796032359358,Ln 230 Turtle Neck T/ Beige Xl,1,"7,900.00"
4796032359365,Ln 230 Turtle Neck Steel Blue S,1,"7,900.00"
4796032359389,Ln 230 Turtle Neck Steel Blue L,1,"7,900.00"
4796032359396,Ln 230 Turtle Neck Steel Blue Xl,1,"7,900.00"
4796032359402,Ln 230 Turtle Neck White S,1,"7,900.00"
4796032359433,Ln 230 Turtle Neck White Xl,1,"7,900.00"
4796032359440,Ln 230 Turtle Neck D/Blue S,1,"7,900.00"
4796032359471,Ln 230 Turtle Neck D/Blue Xl,1,"7,900.00"
4796032359488,Ln 230 Turtle Neck S/Brown S,1,"7,900.00"
4796032359495,Ln 230 Turtle Neck S/Brown M,1,"7,900.00"
4796032359525,Ln 229- Oversize Teal Blue Xl,1,"5,900.00"
4796032359549,Ln 229- Oversize Off White Xl,1,"5,900.00"
4796032359563,Ln 218-Oversize L/Beige M,1,"5,990.00"
4796032359587,Ln 218-Oversize L/Beige Xl,1,"5,990.00"
4796032359594,Ln 218-Oversize Sky Blue S,1,"5,990.00"
4796032359600,Ln 218-Oversize Sky Blue M,1,"5,990.00"
4796032359655,Ln 218-Oversize Black L,1,"5,990.00"
4796032359679,Ln 218-Oversize White S,1,"5,990.00"
4796032359686,Ln 218-Oversize White M,1,"5,990.00"
4796032359730,Ln 218-Oversize S/Brown L,1,"5,990.00"
4796032359761,Ln236set ( Oversize & Shorts )A/ Green M,1,"11,900.00"
4796032359785,Ln236set ( Oversize & Shorts )A/ Green Xl,1,"11,900.00"
4796032359792,Ln236set ( Oversize & Shorts )B/Beige S,1,"11,900.00"
4796032359808,Ln236set ( Oversize & Shorts )B/Beige M,1,"11,900.00"
4796032359815,Ln236set ( Oversize & Shorts )B/Beige L,1,"11,900.00"
4796032359822,Ln236set ( Oversize & Shorts )B/Beige Xl,1,"11,900.00"
4796032359860,Ln236 Set (Oversize W/Short) Onyx Black- Xl,1,"11,900.00"
4796032359907,Ln236 Set (Oversize W/Short) P/ Blue Xl,1,"11,900.00"
4796032359921,Ln148 - Sweat Shirt Sky Blue M,1,"7,900.00"
4796032359938,Ln148 - Sweat Shirt Sky Blue L,1,"7,900.00"
4796032359945,Ln148 - Sweat Shirt Sky Blue Xl,1,"7,900.00"
4796032359952,Ln148 - Sweat Shirt S/Brown S,1,"7,900.00"
4796032359969,Ln148 - Sweat Shirt S/Brown M,1,"7,900.00"
4796032359976,Ln148 - Sweat Shirt S/Brown L,1,"7,900.00"
4796032359983,Ln148 - Sweat Shirt S/Brown Xl,1,"7,900.00"
4796062390437,Ln 255 Turtle Neck Grey Xl,1,"9,900.00"
4796062390444,Ln 255 Turtle Neck Red Orange S,1,"9,900.00"
4796062390482,Ln 255 Turtle Neck Camel Beige S,1,"9,900.00"
4796062390512,Ln 255 Turtle Neck Camel Beige Xl,1,"9,900.00"
4796062390598,Ln 255 Turtle Neck Ivory Beige Xl,1,"9,900.00"
4796062390888,Ln 211 Zipper Bottom Onyx Black Xl,1,"6,900.00"
4796062390901,Ln 211 Zipper Bottom Onyx Black M,1,"6,900.00"
4796062390918,Ln 211 Zipper Bottom Onyx Black S,1,"6,900.00"
4796062390932,Ln 211 Zipper Bottom Salmon Pink L,1,"6,900.00"
4796062390956,Ln 211 Zipper Bottom Salmon Pink S,1,"6,900.00"
4796028971014,Ln 211 Zipper Bottom Latte L,1,"6,900.00"
4796028971045,Ln257 Casual Jacket -Umber Brown-Xxl,1,"29,900.00"
4796028971069,Ln257 Casual Jacket Umber Brown- L,1,"29,900.00"
4796028971076,Ln257 Casual Jacket Tortilla Brown - Xxl,1,"29,900.00"
4796028971083,Ln 257 Casual Jakettortilla Brown Xl,1,"29,900.00"
4796028971090,Ln 257 Casual Jakettortilla Brown L,1,"29,900.00"
4796028975968,Ln109 - Polo Purple L,1,"8,990.00"
4796028976002,Ln109 - Polo Green M,1,"8,990.00"
4796028976101,Ln109 - Polo D.H.Grey M,1,"8,990.00"
4796028976125,Ln109 - Polo D.H.Grey Xl,1,"8,990.00"
4796028976071,Ln109 - Polo Navy Xl,1,"8,990.00"
4796028976057,Ln109 - Polo Navy M,1,"8,990.00"
4796062390079,Ln226-2pcs Hoodies W/Bottom A/Green S,1,"14,900.00"
4796062390086,Ln226-2pcs Hoodies W/Bottom A/Green M,1,"14,900.00"
4796062390024,Ln226-2pcs Hoodies W/Bottom P/Blue Xl,1,"14,900.00"
4796062390147,Ln226-2pcs Hoodies W/Bottom Black Xl,1,"14,900.00"
4792333001583,Ln295 Polo Burnt Orange L,1,"8,900.00"
